形成日,实际执行日,三状态,state_strength,risk_strength,state_phase,fast_engine,slow_engine,direction_score,direction_score_continuous,direction_score_band,risk_high_count,-1转0_score,-1转0_冻结阈值,-1转0_距阈值,+1转0_score,+1转0_冻结阈值,+1转0_距阈值,0转-1_score,0转-1_冻结阈值,0转-1_距阈值,0转-1_释放阈值,0转-1_距释放阈值,0转-1_事件信号,0转+1_score,0转+1_冻结阈值,0转+1_距阈值,0转+1_释放阈值,0转+1_距释放阈值,0转+1_事件信号,大涨_score,大涨_冻结阈值,大涨_距阈值,大涨_预测,大跌_score,大跌_冻结阈值,大跌_距阈值,大跌_预测
2018-01-02,2018-01-03,0,0.33214285714285713,0.5,entry,0.5,0.5,0.46499999999999997,0.5,0.38333333333333336,0.0,0.0,0.815842643776842,-0.815842643776842,,0.4920211306764882,,-1.368416193803018,1.2294466376933055,-2.5978628314963235,0.6645986031220402,-2.033014796925058,0,4.586956521739131,4.671980676328502,-0.08502415458937129,4.606280193236715,-0.01932367149758374,0,0.3665198485949854,0.8135114753699175,-0.44699162677493215,0,0.478558365129747,0.6832148298881413,-0.20465646475839433,0
2018-01-03,2018-01-04,0,0.2976190476190476,0.5,entry,0.5,0.75,0.6574999999999999,0.6749999999999999,0.6166666666666666,0.0,0.0,0.815842643776842,-0.815842643776842,,0.4920211306764882,,-1.3610799296672256,1.2294466376933055,-2.590526567360531,0.6645986031220402,-2.0256785327892657,0,4.601449275362318,4.671980676328502,-0.07053140096618371,4.606280193236715,-0.004830917874396157,0,0.3419029554209866,0.8135114753699175,-0.47160851994893094,0,0.4815869262934413,0.6832148298881413,-0.2016279035947,0
2018-01-04,2018-01-05,0,0.35714285714285715,0.3333333333333333,continuation,0.6666666666666667,0.6666666666666667,0.6558333333333333,0.6833333333333333,0.5916666666666666,0.0,0.0,0.815842643776842,-0.815842643776842,,0.4920211306764882,,-0.6697803070293685,1.2294466376933055,-1.899226944722674,0.6645986031220402,-1.3343789101514087,0,-4.557971014492754,4.671980676328502,-9.229951690821256,4.606280193236715,-9.164251207729468,0,0.325601239751032,0.8135114753699175,-0.4879102356188855,0,0.4956451992069755,0.6832148298881413,-0.18756963068116583,0
2018-01-05,2018-01-08,0,-0.07738095238095237,0.5,continuation,0.625,0.375,0.43999999999999995,0.475,0.3583333333333333,1.0,0.1745755846792992,0.815842643776842,-0.6412670590975428,,0.4920211306764882,,0.4536322130515758,1.2294466376933055,-0.7758144246417298,0.6645986031220402,-0.21096639007046442,0,-4.640096618357488,4.671980676328502,-9.31207729468599,4.606280193236715,-9.246376811594203,0,0.3622923111982024,0.8135114753699175,-0.45121916417171515,0,0.474185249933589,0.6832148298881413,-0.2090295799545523,0
2018-01-08,2018-01-09,0,0.07142857142857144,0.5,continuation,0.6,0.5,0.57525,0.5700000000000001,0.5875,1.0,0.3303123076621923,0.815842643776842,-0.48553033611464974,,0.4920211306764882,,-1.6105305143915638,1.2294466376933055,-2.8399771520848693,0.6645986031220402,-2.275129117513604,0,4.572463768115942,4.671980676328502,-0.09951690821255976,4.606280193236715,-0.03381642512077221,0,0.3318912016993019,0.8135114753699175,-0.4816202736706156,0,0.4989001532912214,0.6832148298881413,-0.1843146765969199,0
2018-01-09,2018-01-10,0,0.05952380952380953,0.16666666666666666,continuation,0.75,0.5,0.6191666666666666,0.6166666666666667,0.625,0.0,0.4472719591633705,0.815842643776842,-0.36857068461347153,,0.4920211306764882,,-1.281245777208477,1.2294466376933055,-2.510692414901783,0.6645986031220402,-1.9458443803305174,0,-4.572463768115942,4.671980676328502,-9.244444444444444,4.606280193236715,-9.178743961352657,0,0.329489909885058,0.8135114753699175,-0.48402156548485953,0,0.5031087490458804,0.6832148298881413,-0.18010608084226087,0
2018-01-10,2018-01-11,0,-0.282312925170068,0.42857142857142855,continuation,0.42857142857142855,0.42857142857142855,0.43875,0.4642857142857143,0.37916666666666665,0.0,0.5442642251506802,0.815842643776842,-0.27157841862616183,,0.4920211306764882,,-0.1605024898347541,1.2294466376933055,-1.3899491275280595,0.6645986031220402,-0.8251010929567943,0,4.567632850241546,4.671980676328502,-0.10434782608695592,4.606280193236715,-0.038647342995168366,0,0.6072295353699708,0.8135114753699175,-0.2062819399999467,0,0.4755298265988413,0.6832148298881413,-0.2076850032893,0
2018-01-11,2018-01-12,0,-0.2827380952380952,0.5,continuation,0.1875,0.5,0.39749999999999996,0.4375,0.30416666666666664,1.0,0.6512900201275676,0.815842643776842,-0.16455262364927437,,0.4920211306764882,,0.456011846766411,1.2294466376933055,-0.7734347909268946,0.6645986031220402,-0.20858675635562923,0,-4.640096618357488,4.671980676328502,-9.31207729468599,4.606280193236715,-9.246376811594203,0,0.3850634767780787,0.8135114753699175,-0.42844799859183885,0,0.5309836466559039,0.6832148298881413,-0.1522311832322374,0
2018-01-12,2018-01-15,0,-0.2936507936507936,0.6111111111111112,continuation,0.2777777777777778,0.2777777777777778,0.27249999999999996,0.3,0.20833333333333331,1.0,0.7942673993567007,0.815842643776842,-0.02157524442014136,,0.4920211306764882,,-0.2214840107544313,1.2294466376933055,-1.450930648447737,0.6645986031220402,-0.8860826138764715,0,-4.611111111111111,4.671980676328502,-9.283091787439613,4.606280193236715,-9.217391304347824,0,0.4759519191704786,0.8135114753699175,-0.33755955619943895,0,0.4926376377819393,0.6832148298881413,-0.190577192106202,0
2018-01-15,2018-01-16,0,-0.4642857142857143,0.95,pending_switch,0.19999999999999998,0.1,0.10574999999999998,0.13499999999999998,0.0375,2.0,0.9964520996500668,0.815842643776842,0.18060945587322474,,0.4920211306764882,,1.6883793130161584,1.2294466376933055,0.45893267532285287,0.6645986031220402,1.023780709894118,1,-4.572463768115942,4.671980676328502,-9.244444444444444,4.606280193236715,-9.178743961352657,0,0.9105461231294204,0.8135114753699175,0.09703464775950288,1,0.5057659950265907,0.6832148298881413,-0.1774488348615506,0
2018-01-16,2018-01-17,-1,-0.7727272727272727,0.9090909090909092,entry,0.09090909090909091,0.13636363636363635,0.0859090909090909,0.12272727272727271,0.0,2.0,0.1930660960769319,0.815842643776842,-0.6227765476999101,,0.4920211306764882,,0.4634051475972901,1.2294466376933055,-0.7660414900960154,0.6645986031220402,-0.2011934555247501,0,-4.582125603864735,4.671980676328502,-9.254106280193238,4.606280193236715,-9.18840579710145,0,0.4840142506192826,0.8135114753699175,-0.3294972247506349,0,0.609965390168162,0.6832148298881413,-0.07324943971997933,0
2018-01-17,2018-01-18,-1,-0.6477083333333333,0.875,entry,0.125,0.041666666666666664,0.04666666666666666,0.06666666666666667,0.0,2.0,0.3861321921538638,0.815842643776842,-0.4297104516229782,,0.4920211306764882,,0.2259486869930304,1.2294466376933055,-1.0034979507002753,0.6645986031220402,-0.43864991612900983,0,-4.630434782608695,4.671980676328502,-9.302415458937197,4.606280193236715,-9.236714975845409,0,0.5862408514261079,0.8135114753699175,-0.2272706239438096,0,0.5943558940616154,0.6832148298881413,-0.08885893582652593,0
