date,target_date,open,close,target_return,target_bp,phase,up_score,up_predicted,up_actual_extreme,up_score_excess,down_score,down_predicted,down_actual_extreme,down_score_excess,conflict,marker
2019-07-10,2019-07-11,4891.9111,4843.8649,-0.004952788287587717,-49.52788287587717,Development,0.4110587685377526,0,0,-0.40245270683216494,0.4641928900842973,0,0,-0.219021939803844,0,none
2019-07-11,2019-07-12,4867.6825,4844.5474,-0.0039978983838818705,-39.978983838818706,Development,0.47489087309925593,0,0,-0.3386206022706616,0.5507642841667701,0,0,-0.13245054572137116,0,none
2019-07-12,2019-07-15,4848.222,4861.5679,0.0005503873378736035,5.503873378736035,Development,0.4616587157183394,0,0,-0.35185275965157814,0.5688186062399615,0,0,-0.1143962236481798,0,none
2019-07-15,2019-07-16,4850.8904,4925.3243,0.013791839122978322,137.91839122978323,Development,0.39976483611976876,0,0,-0.41374663925014876,0.5617548758781862,0,0,-0.12145995400995513,0,none
2019-07-16,2019-07-17,4917.7931,4932.0458,0.0026136723808083406,26.136723808083406,Development,0.40979881572988586,0,0,-0.40371265964003167,0.540494677230987,0,0,-0.14272015265715432,0,none
2019-07-17,2019-07-18,4930.6466,4929.085,-0.004244757675392896,-42.44757675392896,Development,0.33695416077179247,0,0,-0.47655731459812506,0.5459329682947218,0,0,-0.13728186159341949,0,none
2019-07-18,2019-07-19,4909.7172,4844.1087,-0.009879326654496645,-98.79326654496646,Development,0.3500995490543242,0,0,-0.4634119263155933,0.503911761632807,0,0,-0.17930306825533426,0,none
2019-07-19,2019-07-22,4861.2125,4878.6903,0.00498163781155414,49.816378115541404,Development,0.5198162234950388,0,0,-0.29369525187487877,0.48650181209131976,0,0,-0.19671301779682154,0,none
2019-07-22,2019-07-23,4885.4293,4776.5749,-0.021978907769681588,-219.7890776968159,Development,0.4357276187946458,0,0,-0.37778385657527175,0.5061187528731569,0,1,-0.17709607701498442,0,none
2019-07-23,2019-07-24,4778.0529,4823.9182,0.012497559413793935,124.97559413793935,Development,0.7502468439543226,0,0,-0.06326463141559491,0.5251356778552925,0,0,-0.15807915203284884,0,none
2019-07-24,2019-07-25,4837.7669,4873.0271,0.0073189346927815535,73.18934692781554,Development,0.37014679269493556,0,0,-0.44336468267498197,0.45483339878145357,0,0,-0.22838143110668774,0,none
2019-07-25,2019-07-26,4873.1742,4891.6432,0.0015483132123614851,15.483132123614851,Development,0.45574543464721134,0,0,-0.3577660407227062,0.44529464094847343,0,0,-0.23792018893966788,0,none
2019-07-26,2019-07-29,4880.7194,4898.1099,0.003469263158213831,34.69263158213831,Development,0.37983426217236604,0,0,-0.4336772131975515,0.4215178784576215,0,0,-0.2616969514305198,0,none
2019-07-29,2019-07-30,4897.6519,4897.0183,0.0010595281383718458,10.595281383718458,Development,0.3344517657717337,0,0,-0.47905970959818384,0.4087519254991464,0,0,-0.2744629043889949,0,none
2019-07-30,2019-07-31,4902.8411,4922.9175,0.0022849812530127966,22.849812530127966,Development,0.35166792570177147,0,0,-0.46184354966814606,0.40934708667883085,0,0,-0.27386774320931045,0,none
2019-07-31,2019-08-01,4914.044,4903.203,-0.00742498439167405,-74.2498439167405,Development,0.40695614263122926,0,0,-0.40655533273868827,0.40086519973379214,0,0,-0.28234963015434916,0,none
2019-08-01,2019-08-02,4877.5573,4870.469,-0.021348206406514247,-213.48206406514248,Development,0.3375671018671058,0,0,-0.4759443735028117,0.39032999302332844,0,1,-0.29288483686481287,0,none
2019-08-02,2019-08-05,4773.4302,4809.9198,0.004709464485308734,47.094644853087345,Development,0.38295220091485843,0,0,-0.4305592744550591,0.38713184464209743,0,0,-0.2960829852460439,0,none
2019-08-05,2019-08-06,4795.9105,4751.9846,-0.027121044064521205,-271.21044064521203,Development,0.37945205612026034,0,0,-0.4340594192496572,0.5330848442198095,0,1,-0.1501299856683318,0,none
2019-08-06,2019-08-07,4665.8404,4650.5627,0.0026978848226355545,26.978848226355545,Development,0.6926723247654385,0,0,-0.12083915060447903,0.521246508791003,0,0,-0.16196832109713832,0,none
2019-08-07,2019-08-08,4678.4283,4626.3641,-0.007814974956439902,-78.14974956439902,Development,0.5361364386670309,0,0,-0.27737503670288666,0.5331123240649082,0,0,-0.15010250582323315,0,none
2019-08-08,2019-08-09,4641.8665,4656.1009,0.007622192495195579,76.22192495195578,Development,0.4965524286383025,0,0,-0.316959046731615,0.5443321679326213,0,0,-0.13888266195552001,0,none
2019-08-09,2019-08-12,4677.2477,4600.3526,-0.014780294830226692,-147.8029483022669,Development,0.3619936845482032,0,0,-0.45151779082171434,0.5674763275108462,0,0,-0.1157385023772951,0,none
2019-08-12,2019-08-13,4608.1166,4685.045,0.008947777059286954,89.47777059286955,Development,0.6842981739234442,0,0,-0.12921330144647336,0.5715926504715991,0,0,-0.11162217941654218,0,none
2019-08-13,2019-08-14,4649.349,4658.3884,0.013798404894964866,137.98404894964867,Development,0.364514407018843,0,0,-0.4489970683510745,0.5673146459611099,0,0,-0.11590018392703139,0,none
2019-08-14,2019-08-15,4713.5026,4683.8403,-0.02724262844365455,-272.4262844365455,Development,0.37437996009245955,0,0,-0.439131515277458,0.5887244039071257,0,1,-0.09449042598101565,0,none
2019-08-15,2019-08-16,4585.0944,4706.5504,0.02552774049755646,255.27740497556462,Development,0.45268794320732436,0,1,-0.36082353216259316,0.44425084803110343,0,0,-0.23896398185703788,0,none
2019-08-16,2019-08-19,4702.1415,4722.6625,0.013380414009233954,133.80414009233954,Development,0.35713696913555676,0,0,-0.45637450623436077,0.5879295953669375,0,0,-0.09528523452120385,0,none
2019-08-19,2019-08-20,4765.0581,4875.0363,0.023843654708008755,238.43654708008754,Development,0.4494008918149586,0,1,-0.3641105835549589,0.52677923552588,0,0,-0.1564355943622613,0,none
2019-08-20,2019-08-21,4878.6745,4872.6061,-0.002655864825579113,-26.558648255791127,Development,0.3475819158455037,0,0,-0.46592955952441384,0.516941520373295,0,0,-0.1662733095148463,0,none
2019-08-21,2019-08-22,4865.7174,4882.7213,0.005887127764551137,58.87127764551137,Development,0.38392354587767946,0,0,-0.42958792949223806,0.42049969144608873,0,0,-0.2627151384420526,0,none
2019-08-22,2019-08-23,4894.3625,4887.9142,-0.001191084640747353,-11.91084640747353,Development,0.3740040811074283,0,0,-0.43950739426248925,0.44068423821246716,0,0,-0.24253059167567415,0,none
2019-08-23,2019-08-26,4888.5329,4887.9024,-0.018216058237022326,-182.16058237022327,Development,0.3899622317990587,0,0,-0.4235492435708588,0.42340280735638003,0,1,-0.2598120225317613,0,none
2019-08-26,2019-08-27,4799.4831,4855.4584,0.016419684861480155,164.19684861480155,Development,0.38951187791873865,0,1,-0.4239995974511789,0.3407009209958482,0,0,-0.3425139088922931,0,none
2019-08-27,2019-08-28,4878.2891,4936.1238,0.01057846284673869,105.7846284673869,Development,0.4404302149267232,0,0,-0.37308126044319434,0.4749137498625524,0,0,-0.2083010800255889,0,none
2019-08-28,2019-08-29,4929.8939,4928.1935,0.0015612912075044783,15.612912075044783,Development,0.6560530346284373,0,0,-0.1574584407414802,0.4639650031544586,0,0,-0.2192498267336827,0,none
2019-08-29,2019-08-30,4937.5909,4934.1838,0.005202456120858567,52.02456120858567,Development,0.38604101923755413,0,0,-0.4274704561323634,0.441339788888057,0,0,-0.24187504100008428,0,none
2019-08-30,2019-09-02,4963.2785,4886.494,-0.013948219911495974,-139.48219911495974,Development,0.4028888180617207,0,0,-0.4106226573081968,0.37759025571825316,0,0,-0.30562457416988814,0,none
2019-09-02,2019-09-03,4894.0496,5008.2958,0.025613818870981575,256.1381887098157,Development,0.8921020488903321,1,1,0.07859057352041454,0.3866376624007226,0,0,-0.2965771674874187,0,up
2019-09-03,2019-09-04,5019.4049,5044.1805,0.0034105437479250433,34.10543747925043,Development,0.5629429883447735,0,0,-0.250568487025144,0.434485753455602,0,0,-0.24872907643253933,0,none
2019-09-04,2019-09-05,5036.5238,5093.2662,0.016489567665698424,164.89567665698422,Development,0.487289915743235,0,1,-0.32622155962668253,0.33594898285423225,0,0,-0.34726584703390906,0,none
2019-09-05,2019-09-06,5119.5739,5138.4051,0.006369885587548696,63.698855875486956,Development,0.48439820025767255,0,0,-0.329113275112245,0.49743320985628897,0,0,-0.18578162003185233,0,none
2019-09-06,2019-09-09,5152.185,5154.6378,0.009805703793632992,98.05703793632992,Development,0.8614742163296186,1,0,0.0479627409597011,0.4130474541894025,0,0,-0.27016737569873883,0,up
2019-09-09,2019-09-10,5202.7058,5263.4594,0.011844183078735693,118.44183078735693,Development,0.5445109893482305,0,0,-0.269000486021687,0.40742540870691946,0,0,-0.27578942118122185,0,none
2019-09-10,2019-09-11,5264.3276,5245.305,-0.00034819261628016296,-3.4819261628016296,Development,0.4850238223154615,0,0,-0.32848765305445604,0.36574103973052685,0,0,-0.31747379015761445,0,none
2019-09-11,2019-09-12,5262.4946,5217.2913,-0.006118809129039393,-61.18809129039393,Development,0.5227641873115365,0,0,-0.290747288058381,0.3800329494407713,0,0,-0.30318188044737,0,none
2019-09-12,2019-09-16,5230.2944,5242.6115,0.006310600795244037,63.106007952440365,Development,0.6777835597774339,0,0,-0.13572791559248365,0.3844009955920877,0,0,-0.2988138342960536,0,none
2019-09-16,2019-09-17,5263.3007,5250.3398,-0.004890752299217871,-48.90752299217871,Development,0.5328477140730299,0,0,-0.28066376129688764,0.3946527303103175,0,0,-0.2885620995778238,0,none
2019-09-17,2019-09-18,5237.5592,5140.4502,-0.0170873677189175,-170.873677189175,Development,0.4970181087653803,0,0,-0.31649336660453725,0.4070868413679065,0,1,-0.2761279885202348,0,none
2019-09-18,2019-09-19,5148.0631,5141.0381,0.00047303227499284617,4.730322749928462,Development,0.9237192959565398,1,0,0.11020782058662226,0.2603993633845698,0,0,-0.4228154665035715,0,up
2019-09-19,2019-09-20,5150.4983,5191.6687,0.009364064832328767,93.64064832328766,Development,0.5210188036162535,0,0,-0.292492671753664,0.32684687376234445,0,0,-0.35636795612579686,0,none
2019-09-20,2019-09-23,5198.7279,5204.4848,-0.0011241403882669143,-11.241403882669143,Development,0.49267072339621276,0,0,-0.32084075197370476,0.3278292435335908,0,0,-0.35538558635455053,0,none
2019-09-23,2019-09-24,5192.8838,5171.484,-0.004768371670477167,-47.68371670477167,Development,0.46760443128138895,0,0,-0.34590704408852857,0.33014218972799003,0,0,-0.3530726401601513,0,none
2019-09-24,2019-09-25,5168.1222,5180.7418,-0.0011553325886913823,-11.553325886913823,Development,0.5883655391008316,0,0,-0.22514593626908597,0.3216785902301114,0,0,-0.3615362396580299,0,none
2019-09-25,2019-09-26,5162.1513,5087.0091,-0.012133236001819703,-121.33236001819702,Development,0.6403580712092736,0,0,-0.17315340416064395,0.3483479910394274,0,0,-0.33486683884871393,0,none
2019-09-26,2019-09-27,5099.5177,4970.2403,-0.024607287861752147,-246.07287861752147,Development,0.7909204888701253,0,0,-0.022590986499792187,0.3586600469331732,0,1,-0.3245547829549681,0,none
2019-09-27,2019-09-30,4974.0324,5005.6299,0.0070578752160923575,70.57875216092357,Development,0.9073072039024775,1,0,0.09379572853256002,0.4187731708019647,0,0,-0.2644416590861766,0,up
2019-09-30,2019-10-08,5009.1385,4940.903,-0.01079237477662065,-107.9237477662065,Development,0.5735394055887159,0,0,-0.23997206978120167,0.45101637249610455,0,0,-0.23219845739203676,0,none
2019-10-08,2019-10-09,4955.078,4941.7607,-0.005826245318439116,-58.26245318439116,Development,0.6728038484980933,0,0,-0.14070762687182425,0.4527283528740721,0,0,-0.2304864770140692,0,none
2019-10-09,2019-10-10,4926.2085,4982.9535,0.012572001367786356,125.72001367786356,Development,0.5200701482831163,0,0,-0.29344132708680126,0.468874891546115,0,0,-0.2143399383420263,0,none
2019-10-10,2019-10-11,4988.1408,5046.3594,0.013967127792383183,139.67127792383184,Development,0.4586158747627923,0,0,-0.3548956006071252,0.4509625227603647,0,0,-0.2322523071277766,0,none
2019-10-11,2019-10-14,5057.8108,5055.5165,0.007395610765037031,73.95610765037031,Development,0.35097583962873985,0,0,-0.4625356357411777,0.42343187208062144,0,0,-0.25978295780751987,0,none
2019-10-14,2019-10-15,5095.2164,5131.1312,0.003931413001418305,39.31413001418305,Development,0.3881729157053145,0,0,-0.42533855966460304,0.4313706712082414,0,0,-0.2518441586798999,0,none
2019-10-15,2019-10-16,5115.2478,5061.0029,-0.009953633135817874,-99.53633135817874,Development,0.4045996782399975,0,0,-0.40891179712992004,0.40908551135203614,0,0,-0.27412931853610517,0,none
2019-10-16,2019-10-17,5064.3325,5038.356,-0.004948588979890256,-49.48588979890256,Development,0.42030036600397647,0,0,-0.39321110936594106,0.38553852850921483,0,0,-0.2976763013789265,0,none
2019-10-17,2019-10-18,5039.2712,5029.854,-0.0010823985817631776,-10.823985817631776,Development,0.35211885068976456,0,0,-0.46139262468015296,0.41940058732743135,0,0,-0.26381424256070996,0,none
2019-10-18,2019-10-21,5033.8167,4961.8072,-0.015301272293049561,-153.0127229304956,Development,0.31632582948201393,0,0,-0.4971856458879036,0.4019496601259143,0,0,-0.281265169762227,0,none
2019-10-21,2019-10-22,4956.7929,4951.0354,-0.0005417615894341976,-5.417615894341976,Development,0.6259384477554701,0,0,-0.18757302761444739,0.32027962090746015,0,0,-0.36293520898068116,0,none
2019-10-22,2019-10-23,4954.1075,5005.5525,0.01115230139838519,111.5230139838519,Development,0.35481680817644434,0,0,-0.4586946671934732,0.38790882793057047,0,0,-0.29530600195757084,0,none
2019-10-23,2019-10-24,5009.3572,4967.1949,-0.0095165703096598,-95.165703096598,Development,0.3531764769104251,0,0,-0.46033499845949244,0.33603697787005393,0,0,-0.3471778520180874,0,none
2019-10-24,2019-10-25,4961.6853,4958.2465,-0.0016845485948090433,-16.845485948090435,Development,0.3811664760810618,0,0,-0.4323449992888557,0.3448177567072761,0,0,-0.3383970731808652,0,none
2019-10-25,2019-10-28,4953.3271,4994.5684,0.014684453203181347,146.84453203181346,Development,0.35772574807410584,0,0,-0.4557857272958117,0.36350380087517303,0,0,-0.3197110290129683,0,none
2019-10-28,2019-10-29,5026.064,5084.4677,0.010916196053213811,109.16196053213811,Development,0.34255336801458836,0,0,-0.47095810735532917,0.38226773508770373,0,0,-0.3009470948004376,0,none
2019-10-29,2019-10-30,5080.9295,5007.7126,-0.02071595364588308,-207.1595364588308,Development,0.31104718145649657,0,0,-0.502464293913421,0.35932966228049146,0,1,-0.32388516760764985,0,none
2019-10-30,2019-10-31,4975.6732,4947.8954,-0.00515453868634308,-51.5453868634308,Development,0.6759960728143081,0,0,-0.13751540255560946,0.3595673104558631,0,0,-0.3236475194322782,0,none
2019-10-31,2019-11-01,4950.0259,4917.4174,-0.008359188585255528,-83.59188585255528,Development,0.3761910692418598,0,0,-0.4373204061280577,0.3888440209798556,0,0,-0.2943708089082857,0,none
2019-11-01,2019-11-04,4908.6477,4962.3495,0.013387699426870459,133.87699426870458,Development,0.42903996941175937,0,0,-0.38447150595815816,0.39160164393013736,0,0,-0.29161318595800395,0,none
2019-11-04,2019-11-05,4974.3632,4987.8364,0.004241427324808145,42.41427324808144,Development,0.3491509647649577,0,0,-0.4643605106049598,0.43509880760368663,0,0,-0.24811602228445467,0,none
2019-11-05,2019-11-06,4995.4616,5025.3029,0.005333481094119685,53.33481094119685,Development,0.3557050981459354,0,0,-0.4578063772239821,0.3505593880261575,0,0,-0.3326554418619838,0,none
2019-11-06,2019-11-07,5022.1048,4974.7343,-0.01026975781150552,-102.6975781150552,Development,0.41727319490526316,0,0,-0.39623828046465437,0.3606659781943865,0,0,-0.3225488516937548,0,none
2019-11-07,2019-11-08,4970.529,5007.0666,0.013303936059924304,133.03936059924303,Development,0.5780017096882932,0,0,-0.2355097656816243,0.3560946028790928,0,0,-0.3271202270090485,0,none
2019-11-08,2019-11-11,5036.6566,4988.2938,-0.01498261763567521,-149.82617635675211,Development,0.39950284193113966,0,0,-0.41400863343877786,0.3658780691936985,0,0,-0.31733676069444283,0,none
2019-11-11,2019-11-12,4961.1943,4876.1594,-0.01657304572812235,-165.7304572812235,Development,0.48573917480776346,0,0,-0.32777230056215406,0.40479876587890995,0,0,-0.27841606400923136,0,none
2019-11-12,2019-11-13,4878.9722,4881.6144,-9.018292828066876e-07,-0.009018292828066876,Development,0.6529438338378372,0,0,-0.16056764153208036,0.4718327567633031,0,0,-0.2113820731248382,0,none
2019-11-13,2019-11-14,4878.9678,4875.543,-0.0007621489119071789,-7.621489119071789,Development,0.33235786150685775,0,0,-0.48115361386305977,0.5084859620348944,0,0,-0.17472886785324693,0,none
2019-11-14,2019-11-15,4875.2493,4912.1075,0.007170074359069245,71.70074359069245,Development,0.31737440022540925,0,0,-0.4961370751445083,0.41028733687939967,0,0,-0.27292749300874164,0,none
2019-11-15,2019-11-18,4910.2052,4868.4367,-0.00976026419425402,-97.6026419425402,Development,0.35529845699011925,0,0,-0.4582130183797983,0.38382544292265774,0,0,-0.29938938696548356,0,none
2019-11-18,2019-11-19,4862.2803,4892.4609,0.006182161073683856,61.821610736838565,Development,0.5207576731505896,0,0,-0.2927538022193279,0.3131267816685988,0,0,-0.3700880482195425,0,none
2019-11-19,2019-11-20,4892.3397,4975.1128,0.017050410461072252,170.50410461072252,Development,0.3449397172825395,0,1,-0.468571758087378,0.4282450168415202,0,0,-0.2549698130466211,0,none
2019-11-20,2019-11-21,4975.7561,4946.2757,-0.009225693357437503,-92.25693357437504,Development,0.3071040936408498,0,0,-0.5064073817290677,0.43891018539103893,0,0,-0.24430464449710237,0,none
2019-11-21,2019-11-22,4929.8513,4945.7188,0.00496138696921733,49.613869692173296,Development,0.3616572681364084,0,0,-0.4518542072335091,0.47624120355817906,0,0,-0.20697362632996225,0,none
2019-11-22,2019-11-25,4954.3102,4904.0828,-0.009954019431403394,-99.54019431403394,Development,0.3286504018939669,0,0,-0.48486107347595064,0.48065270858790154,0,0,-0.20256212130023976,0,none
2019-11-25,2019-11-26,4904.9949,4901.5021,0.0002923550440390166,2.9235504403901658,Development,0.7596698685070628,0,0,-0.053841606862854774,0.4710910567886716,0,0,-0.21212377309946973,0,none
2019-11-26,2019-11-27,4906.4289,4882.1624,-0.005100838208416669,-51.00838208416669,Development,0.38668729225508514,0,0,-0.4268241831148324,0.43829171054870114,0,0,-0.24492311933944017,0,none
2019-11-27,2019-11-28,4881.402,4904.2568,0.0033290640680689876,33.290640680689876,Development,0.3469755653113601,0,0,-0.46653591005855743,0.377107112920819,0,0,-0.3061077169673223,0,none
2019-11-28,2019-11-29,4897.6525,4889.2595,-0.0018997060326351178,-18.99706032635118,Development,0.445065417177383,0,0,-0.3684460581925345,0.3997025472939642,0,0,-0.2835122825941771,0,none
2019-11-29,2019-12-02,4888.3484,4894.9416,0.001898841743767754,18.98841743767754,Development,0.3361794330643117,0,0,-0.47733204230560583,0.3899274300516272,0,0,-0.2932873998365141,0,none
2019-12-02,2019-12-03,4897.6306,4905.4209,-0.0016791180617011792,-16.79118061701179,Development,0.36374129107191966,0,0,-0.44977018429799787,0.34756841910469377,0,0,-0.33564641078344754,0,none
2019-12-03,2019-12-04,4889.4069,4926.4548,0.0026748438547834485,26.748438547834485,Development,0.21919458342517054,0,0,-0.594316891944747,0.3420705960664324,0,0,-0.3411442338217089,0,none
2019-12-04,2019-12-05,4902.4853,4920.6682,0.005158689614020773,51.58689614020773,Development,0.2130087741437445,0,0,-0.600502701226173,0.3783068315201455,0,0,-0.3049079983679958,0,none
2019-12-05,2019-12-06,4927.7757,4967.6021,0.00817109025477758,81.7109025477758,Development,0.22385973584910532,0,0,-0.5896517395208122,0.4771342735077753,0,0,-0.206080556380366,0,none
2019-12-06,2019-12-09,4968.041,5010.5104,0.010503254703413178,105.03254703413178,Development,0.27766767820224425,0,0,-0.5358437971676733,0.4363520722915512,0,0,-0.2468627575965901,0,none
2019-12-09,2019-12-10,5020.2216,5024.604,-0.001543756554491571,-15.43756554491571,Development,0.2298266107212038,0,0,-0.5836848646487137,0.43772573916048774,0,0,-0.24548909072765357,0,none
2019-12-10,2019-12-11,5012.4716,5049.0514,0.006476864627023682,64.76864627023681,Development,0.2386428095720804,0,0,-0.5748686657978371,0.41391472101414034,0,0,-0.26930010887400097,0,none
2019-12-11,2019-12-12,5044.9367,5027.2784,-0.0038545577786932572,-38.54557778693257,Development,0.26292281149716323,0,0,-0.5505886638727543,0.4283410636458284,0,0,-0.2548737662423129,0,none
2019-12-12,2019-12-13,5025.4907,5012.0011,0.004458589486594722,44.58589486594722,Development,0.28564233761421015,0,0,-0.5278691377557074,0.4191015947874923,0,0,-0.264113235100649,0,none
2019-12-13,2019-12-16,5047.8973,5073.6858,0.009400112003071115,94.00112003071115,Development,0.25899698603990806,0,0,-0.5545144893300095,0.41915857227170705,0,0,-0.26405625761643425,0,none
2019-12-16,2019-12-17,5095.3481,5166.0391,0.014107181411216807,141.07181411216806,Development,0.3035172544108395,0,0,-0.509994220959078,0.4026664776435229,0,0,-0.2805483522446184,0,none
2019-12-17,2019-12-18,5167.2291,5236.0624,0.013207659013996453,132.07659013996454,Development,0.2581748857019099,0,0,-0.5553365896680076,0.3955715546894011,0,0,-0.2876432751987402,0,none
2019-12-18,2019-12-19,5235.4761,5235.1248,0.0002748556143730152,2.748556143730152,Development,0.43359861264612765,0,0,-0.3799128627237899,0.3903140886178903,0,0,-0.292900741270251,0,none
2019-12-19,2019-12-20,5236.9151,5241.7376,0.0013936258008075963,13.936258008075963,Development,0.3009870773300442,0,0,-0.5125243980398733,0.4012911415488384,0,0,-0.2819236883393029,0,none
2019-12-20,2019-12-23,5244.2134,5184.6752,-0.01581383015420379,-158.1383015420379,Development,0.28965067125898947,0,0,-0.5238608041109281,0.4071414337482022,0,0,-0.2760733961399391,0,none
2019-12-23,2019-12-24,5161.2823,5084.3505,-0.012104995690702558,-121.04995690702557,Development,0.7442263210561111,0,0,-0.06928515431380644,0.41529588469291484,0,0,-0.26791894519522647,0,none
2019-12-24,2019-12-25,5098.805,5162.0702,0.011485377456090129,114.85377456090129,Development,0.8002075217517285,0,0,-0.013303953618189035,0.46218243300167694,0,0,-0.22103239688646437,0,none
2019-12-25,2019-12-26,5157.3667,5183.0986,0.004656387919827587,46.56387919827587,Development,0.3795877597163116,0,0,-0.43392371565360593,0.4682784363217741,0,0,-0.21493639356636718,0,none
2019-12-26,2019-12-27,5181.3814,5219.1404,0.008123065404912921,81.23065404912921,Development,0.3811247565135062,0,0,-0.43238671885641133,0.3595737347681324,0,0,-0.3236410951200089,0,none
2019-12-27,2019-12-30,5223.4701,5179.1929,-0.012091559593688461,-120.91559593688461,Development,0.35307707775949093,0,0,-0.4604343976104266,0.3451873920758979,0,0,-0.3380274378122434,0,none
2019-12-30,2019-12-31,5160.3102,5241.9383,0.015426010630136266,154.26010630136267,Development,0.7027769594747051,0,0,-0.11073451589521244,0.35915640639920926,0,0,-0.32405842348893205,0,none
2019-12-31,2020-01-02,5239.9132,5267.6622,0.012739619427283744,127.39619427283743,Development,0.33863023991565017,0,0,-0.47488123545426736,0.40738740104265314,0,0,-0.27582742884548817,0,none
2020-01-02,2020-01-03,5306.6677,5366.1375,0.013071310268777614,130.71310268777614,Development,0.347151879725701,0,0,-0.46635959564421653,0.39991806963603765,0,0,-0.28329676025210365,0,none
2020-01-03,2020-01-06,5376.0328,5380.6372,-0.0020118366837345025,-20.118366837345025,Development,0.3767201667982365,0,0,-0.436791308571681,0.3823484105860373,0,0,-0.300866419302104,0,none
2020-01-06,2020-01-07,5365.2171,5434.8503,0.01429319607588675,142.9319607588675,Development,0.3497804317844417,0,0,-0.46373104358547584,0.38960647368357737,0,0,-0.29360835620456394,0,none
2020-01-07,2020-01-08,5441.9032,5499.8395,0.007365290878382558,73.65290878382558,Development,0.5987141060716654,0,0,-0.2147973692982521,0.4166342468253603,0,0,-0.266580583062781,0,none
2020-01-08,2020-01-09,5481.9844,5423.7966,-0.0029418179300182423,-29.418179300182423,Development,0.31850772638864105,0,0,-0.49500374898127647,0.36014587275748794,0,0,-0.32306895713065337,0,none
2020-01-09,2020-01-10,5465.8574,5497.5429,0.0083823079614187,83.82307961418701,Development,0.7651269168565802,0,0,-0.04838455851333734,0.30519797558183925,0,0,-0.37801685430630205,0,none
2020-01-10,2020-01-13,5511.6739,5480.2279,-0.006052244854326427,-60.522448543264275,Development,0.32264957687478135,0,0,-0.4908618984951362,0.2963359539528899,0,0,-0.3868788759352514,0,none
2020-01-13,2020-01-14,5478.3159,5559.6272,0.017945880046822404,179.45880046822404,Development,0.41673063690198087,0,1,-0.39678083846793666,0.3144731779407458,0,0,-0.3687416519473955,0,none
2020-01-14,2020-01-15,5576.6291,5542.3316,-0.007830501045873794,-78.30501045873794,Development,0.31624061368074863,0,0,-0.4972708616891689,0.3484926993113412,0,0,-0.3347221305768001,0,none
2020-01-15,2020-01-16,5532.9613,5530.0266,0.0011675122325542908,11.675122325542908,Development,0.3469228568831745,0,0,-0.46658861848674305,0.34958895271603574,0,0,-0.33362587717210557,0,none
2020-01-16,2020-01-17,5539.4211,5527.6676,5.450027982178973e-05,0.5450027982178973,Development,0.3580646336487371,0,0,-0.45544684172118044,0.40575727324989264,0,0,-0.27745755663824867,0,none
2020-01-17,2020-01-20,5539.723,5510.0453,-0.0030169739533908446,-30.169739533908448,Development,0.3359486042982966,0,0,-0.47756287107162093,0.39293043144157663,0,0,-0.2902843984465647,0,none
2020-01-20,2020-01-21,5523.0098,5587.5359,0.010501592809051274,105.01592809051274,Development,0.39933569946173014,0,0,-0.4141757759081874,0.4046842253275224,0,0,-0.2785306045606189,0,none
2020-01-21,2020-01-22,5581.0102,5523.9419,-0.014051792989018264,-140.51792989018264,Development,0.31138733551594877,0,0,-0.5021241398539688,0.38714878774378075,0,0,-0.29606604214436055,0,none
2020-01-22,2020-01-23,5502.587,5575.5126,0.003490194702964189,34.90194702964189,Development,0.5953827493168166,0,0,-0.21812872605310096,0.37035011192739337,0,0,-0.31286471796074794,0,none
2020-01-23,2020-02-03,5521.7921,5377.7411,-0.11316934587232996,-1131.6934587232997,Development,0.40711925130743953,0,0,-0.406392224062478,0.4583557119524708,0,1,-0.22485911793567048,0,none
2020-02-03,2020-02-04,4896.8945,4910.9011,-0.03283137915264467,-328.31379152644666,Development,0.8490712428674834,1,0,0.03555976749756584,0.44928079085885503,0,1,-0.23393403902928628,0,up
2020-02-04,2020-02-05,4736.1227,4996.4743,0.06319223950849095,631.9223950849096,Development,0.6981231820872927,0,1,-0.11538829328262479,0.724750504178556,1,0,0.041535674290414715,0,down
2020-02-05,2020-02-06,5035.4089,5123.9619,0.01842499821613286,184.2499821613286,Development,0.5539254110353463,0,1,-0.2595860643345712,0.7812741696058476,1,0,0.0980593397177063,0,down
2020-02-06,2020-02-07,5128.1863,5282.8922,0.031021240394484062,310.2124039448406,Development,0.7751359185707536,0,1,-0.038375556799163935,0.7810256501693087,1,0,0.09781082028116739,0,down
2020-02-07,2020-02-10,5287.269,5327.0369,0.006570480904224851,65.70480904224851,Development,0.5559618797894026,0,0,-0.25754959558051493,0.7676971564296514,1,0,0.08448232654151011,0,down
2020-02-10,2020-02-11,5322.0089,5388.4349,0.01287419868839379,128.7419868839379,Development,0.4918565240057231,0,0,-0.3216549513641944,0.771770475170322,1,0,0.08855564528218074,0,down
2020-02-11,2020-02-12,5390.5255,5361.2768,-0.008348629461079393,-83.48629461079393,Development,0.48307295017969515,0,0,-0.3304385251902224,0.7551790307743783,1,0,0.071964200886237,0,down
2020-02-12,2020-02-13,5345.522,5459.9461,0.02079069172290371,207.9069172290371,Development,0.6521125047770115,0,1,-0.16139897059290598,0.7392845073924658,1,0,0.056069677504324456,0,down
2020-02-13,2020-02-14,5456.6591,5412.8418,-0.009013812132775523,-90.13812132775523,Development,0.4767343151303003,0,0,-0.33677716023961723,0.7252862857404698,1,0,0.04207145585232852,0,down
