date,target_date,open,high,low,close,volume,amount,prev_close,phase,target_return,target_bp,score,score_threshold,score_excess,predicted,actual_extreme,correct,direction_correct,signed_return_bp,indicator_1,indicator_2,indicator_3,indicator_4,prediction_label
2020-08-18,2020-08-19,6747.6059,6811.5637,6737.5288,6789.3979,18916617500.0,208576358641.0,6744.5468,Development,0.0051851279577546094,51.851279577546094,0.3782164400739654,0.8135114753699175,-0.43529503529595215,0,0,0,0,51.851279577546094,0.38090216407804905,0.39869251458053073,0.4115086392153226,0.29089937235943175,
2020-08-19,2020-08-20,6782.5931,6782.5931,6661.9879,6666.274,19430913600.0,205475855509.4,6789.3979,Development,-0.023676460850939218,-236.7646085093922,0.4293562068775869,0.8135114753699175,-0.3841552684923306,0,0,0,0,-236.7646085093922,0.39231098537742265,0.37886406556298496,0.5120784441206382,0.48269547365679377,
2020-08-20,2020-08-21,6622.0053,6672.4908,6570.6949,6593.785,15764625800.0,163429358352.8,6666.274,Development,0.0010412857869503966,10.412857869503966,0.776888227934626,0.8135114753699175,-0.03662324743529155,0,0,0,0,10.412857869503966,0.8172242777597595,0.7878166011454625,0.6833679549911562,0.8006398442345241,
2020-08-21,2020-08-24,6628.9007,6686.0233,6589.1968,6643.9444,14296349300.0,153128200636.0,6593.785,Development,0.0057921217616065945,57.921217616065945,0.6361410932827937,0.8135114753699175,-0.17737038208712386,0,0,0,0,57.921217616065945,0.5833381442546068,0.6404755986704881,0.6257002807003456,0.7551180928400913,
2020-08-24,2020-08-25,6667.2961,6702.7487,6589.9285,6688.9647,14302035400.0,157948512265.7,6643.9444,Development,0.004623088511098272,46.230885110982726,0.505863495805194,0.8135114753699175,-0.30764797956472356,0,0,0,0,46.230885110982726,0.4044282318108111,0.48652333652920915,0.5840580762592382,0.6477411624019201,
2020-08-25,2020-08-26,6698.1196,6734.4378,6631.6853,6652.5478,14709813000.0,158243101130.5,6688.9647,Development,-0.0071170123626935755,-71.17012362693575,0.38980291292415875,0.8135114753699175,-0.4237085624457588,0,0,0,0,-71.17012362693575,0.35411777764382035,0.39717841021869205,0.4667418080881298,0.3469357242789844,
2020-08-26,2020-08-27,6650.449,6660.7634,6501.2409,6525.8786,15373477100.0,170546092542.3,6652.5478,Development,-0.01688800259952372,-168.88002599523722,0.5888481613320898,0.8135114753699175,-0.2246633140378277,0,0,0,0,-168.88002599523722,0.5000493566345642,0.529367329844554,0.6801705010037098,0.7560688593690419,
2020-08-27,2020-08-28,6538.1362,6585.7193,6486.7508,6578.7912,12983619800.0,142139979127.3,6525.8786,Development,0.0051638416464925285,51.638416464925285,0.7974545235766306,0.8135114753699175,-0.016056951793286922,0,0,0,0,51.638416464925285,0.8025392403654817,0.8182677891788687,0.7271044985019783,0.8469575700740521,
2020-08-28,2020-08-31,6571.8981,6695.3574,6553.9227,6691.2096,14194959300.0,155878611730.4,6578.7912,Development,0.022426975853444775,224.26975853444776,0.36839951752037386,0.8135114753699175,-0.44511195784954366,0,1,0,0,224.26975853444776,0.3402696172916275,0.4146549132319417,0.4008809201519836,0.3025666843927524,
2020-08-31,2020-09-01,6719.2859,6765.8853,6667.6792,6668.4331,15602438500.0,173312513829.2,6691.2096,Development,-0.007756464120688755,-77.56464120688756,0.3476202598959697,0.8135114753699175,-0.46589121547394785,0,0,0,0,-77.56464120688756,0.34522469957931184,0.37057178675720626,0.3844588908830743,0.2618925359544345,
2020-09-01,2020-09-02,6667.168,6710.4599,6637.6339,6710.4599,12563249000.0,140204445918.0,6668.4331,Development,0.008777834906815052,87.77834906815052,0.5381821715711865,0.8135114753699175,-0.275329303798731,0,0,0,0,87.77834906815052,0.45848108528709114,0.49473708044961634,0.6095045359206975,0.6855076384070595,
2020-09-02,2020-09-03,6725.6913,6742.5527,6647.0341,6717.5579,14956254800.0,160818469798.5,6710.4599,Development,-0.0015741281494737747,-15.741281494737747,0.33338032212224933,0.8135114753699175,-0.4801311532476682,0,0,0,0,-15.741281494737747,0.33941441669321976,0.32168031788666135,0.3864051589917391,0.26812372787566746,
2020-09-03,2020-09-04,6715.1042,6732.6741,6638.4482,6662.2515,14211033500.0,151591727849.6,6717.5579,Development,-0.025199340912684498,-251.993409126845,0.3931624949169479,0.8135114753699175,-0.42034898045296964,0,0,0,0,-251.993409126845,0.3524205391228086,0.30270536881794097,0.5077573800943049,0.4804711545338899,
2020-09-04,2020-09-07,6545.888,6631.0289,6538.4896,6618.5762,12535846200.0,132077386325.3,6662.2515,Development,0.011306365156263043,113.06365156263043,0.5384836210396289,0.8135114753699175,-0.27502785433028865,0,0,0,0,113.06365156263043,0.493638074524882,0.4460778522051313,0.6149469925458164,0.6903533670228285,
2020-09-07,2020-09-08,6619.8982,6669.3935,6459.1029,6478.8124,15558174800.0,167216213932.1,6618.5762,Development,-0.019052332254897775,-190.52332254897775,0.36195593256632774,0.8135114753699175,-0.4515555428035898,0,0,0,0,-190.52332254897775,0.35016323896169727,0.28863900489410244,0.46684135941262644,0.37110256798890123,
