series,run_id,state,start_date,end_date,year,phase,holding_days,segment_return,return_available,source_detail,zero_transfer_days,aligned_segment_return,is_directional
仅零段反转（0→-1/0→+1）,390,0,2025-06-18,2025-06-26,2025,Test,7,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,391,1,2025-06-27,2025-08-01,2025,Test,26,0.05710753027816162,True,0转+1持有；基础+1,1,0.05710753027816162,True
仅零段反转（0→-1/0→+1）,392,0,2025-08-04,2025-08-04,2025,Test,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,393,-1,2025-08-05,2025-08-06,2025,Test,2,-0.012604893574445608,True,0转-1持有,2,-0.012604893574445608,True
仅零段反转（0→-1/0→+1）,394,0,2025-08-07,2025-08-11,2025,Test,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,395,1,2025-08-12,2025-08-12,2025,Test,1,0.004753580817451919,True,0转+1持有,1,0.004753580817451919,True
仅零段反转（0→-1/0→+1）,396,0,2025-08-13,2025-08-15,2025,Test,3,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,397,1,2025-08-18,2025-09-03,2025,Test,13,0.041544918154641564,True,0转+1持有；基础+1,1,0.041544918154641564,True
仅零段反转（0→-1/0→+1）,398,0,2025-09-04,2025-09-09,2025,Test,4,0.0,True,基础0；零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,399,1,2025-09-10,2025-09-12,2025,Test,3,0.037238719440424006,True,0转+1持有,3,0.037238719440424006,True
仅零段反转（0→-1/0→+1）,400,0,2025-09-15,2025-09-18,2025,Test,4,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,401,-1,2025-09-19,2025-09-22,2025,Test,2,-0.005596443285941444,True,0转-1持有,2,-0.005596443285941444,True
仅零段反转（0→-1/0→+1）,402,0,2025-09-23,2025-09-23,2025,Test,1,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,403,1,2025-09-24,2025-09-26,2025,Test,3,0.01582199232179582,True,0转+1持有,3,0.01582199232179582,True
仅零段反转（0→-1/0→+1）,404,0,2025-09-29,2025-10-15,2025,Test,7,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,405,-1,2025-10-16,2025-10-17,2025,Test,2,0.024372044286394057,True,0转-1持有,2,0.024372044286394057,True
仅零段反转（0→-1/0→+1）,406,0,2025-10-20,2025-10-21,2025,Test,2,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,407,1,2025-10-22,2025-10-28,2025,Test,5,0.030059646289963937,True,0转+1持有,5,0.030059646289963937,True
仅零段反转（0→-1/0→+1）,408,0,2025-10-29,2025-11-05,2025,Test,6,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,409,1,2025-11-06,2025-11-11,2025,Test,4,0.003133209668451542,True,0转+1持有,4,0.003133209668451542,True
仅零段反转（0→-1/0→+1）,410,0,2025-11-12,2025-11-14,2025,Test,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,411,-1,2025-11-17,2025-11-18,2025,Test,2,0.014899320188728193,True,0转-1持有,2,0.014899320188728193,True
仅零段反转（0→-1/0→+1）,412,0,2025-11-19,2025-11-21,2025,Test,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,413,-1,2025-11-24,2025-12-01,2025,Test,6,-0.0329014121498471,True,基础-1,0,-0.0329014121498471,True
仅零段反转（0→-1/0→+1）,414,0,2025-12-02,2025-12-10,2025,Test,7,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,415,-1,2025-12-11,2025-12-12,2025,Test,2,0.006893843940214861,True,0转-1持有,2,0.006893843940214861,True
仅零段反转（0→-1/0→+1）,416,1,2025-12-15,2025-12-18,2025,Test,4,0.000624436709769971,True,0转+1持有,4,0.000624436709769971,True
仅零段反转（0→-1/0→+1）,417,0,2025-12-19,2025-12-24,2025,Test,4,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,418,1,2025-12-25,2026-01-27,2025,Test,22,0.15640337669705895,True,基础+1,0,0.15640337669705895,True
仅零段反转（0→-1/0→+1）,419,0,2026-01-28,2026-01-28,2026,Test,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,420,1,2026-01-29,2026-02-03,2026,Test,4,-0.03662798521820587,True,0转+1持有,4,-0.03662798521820587,True
仅零段反转（0→-1/0→+1）,421,0,2026-02-04,2026-02-04,2026,Test,1,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,422,-1,2026-02-05,2026-02-05,2026,Test,1,0.018145015519630325,True,0转-1持有,1,0.018145015519630325,True
仅零段反转（0→-1/0→+1）,423,0,2026-02-06,2026-03-02,2026,Test,11,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,424,-1,2026-03-03,2026-03-04,2026,Test,2,0.029448925521919467,True,0转-1持有,2,0.029448925521919467,True
仅零段反转（0→-1/0→+1）,425,0,2026-03-05,2026-03-16,2026,Test,8,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,426,-1,2026-03-17,2026-03-25,2026,Test,7,0.05438143491421432,True,基础-1,0,0.05438143491421432,True
仅零段反转（0→-1/0→+1）,427,1,2026-03-26,2026-03-27,2026,Test,2,-0.012700092641427463,True,0转+1持有,2,-0.012700092641427463,True
仅零段反转（0→-1/0→+1）,428,-1,2026-03-30,2026-04-03,2026,Test,5,0.012030809257472685,True,基础-1,0,0.012030809257472685,True
仅零段反转（0→-1/0→+1）,429,0,2026-04-07,2026-04-14,2026,Test,6,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,430,1,2026-04-15,2026-04-16,2026,Test,2,0.0014015539945242406,True,0转+1持有,2,0.0014015539945242406,True
仅零段反转（0→-1/0→+1）,431,0,2026-04-17,2026-04-20,2026,Test,2,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,432,1,2026-04-21,2026-05-18,2026,Test,17,0.03340797628259806,True,0转+1持有；基础+1,1,0.03340797628259806,True
仅零段反转（0→-1/0→+1）,433,-1,2026-05-19,2026-05-22,2026,Test,4,-0.013127791306184355,True,0转-1持有,4,-0.013127791306184355,True
仅零段反转（0→-1/0→+1）,434,0,2026-05-25,2026-05-25,2026,Test,1,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,435,1,2026-05-26,2026-05-29,2026,Test,4,-0.03548099387536552,True,0转+1持有,4,-0.03548099387536552,True
仅零段反转（0→-1/0→+1）,436,-1,2026-06-01,2026-06-03,2026,Test,3,0.009403030011817859,True,0转-1持有,3,0.009403030011817859,True
仅零段反转（0→-1/0→+1）,437,0,2026-06-04,2026-06-05,2026,Test,2,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,438,-1,2026-06-08,2026-06-12,2026,Test,5,-0.02461927314649781,True,基础-1,0,-0.02461927314649781,True
仅零段反转（0→-1/0→+1）,439,0,2026-06-15,2026-06-17,2026,Test,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,440,1,2026-06-18,2026-07-07,2026,Test,13,-0.0039980453529564475,True,0转+1持有；基础+1,4,-0.0039980453529564475,True
仅零段反转（0→-1/0→+1）,441,0,2026-07-08,2026-07-10,2026,Test,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,442,-1,2026-07-13,2026-07-22,2026,Test,8,0.07828651169668888,True,0转-1持有；基础-1,1,0.07828651169668888,True
仅零段反转（0→-1/0→+1）,443,0,2026-07-23,2026-07-24,2026,Test,2,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,444,-1,2026-07-27,2026-08-03,2026,Test,6,0.005713379568566546,True,基础-1,0,0.005713379568566546,True
仅零段反转（0→-1/0→+1）,445,0,2026-08-04,2026-08-10,2026,Test,5,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,446,-1,2026-08-11,2026-08-18,2026,Test,6,-0.006871655229434448,True,0转-1持有,6,-0.006871655229434448,True
仅零段反转（0→-1/0→+1）,447,0,2026-08-19,2026-08-21,2026,Test,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,448,-1,2026-08-24,2026-08-25,2026,Test,2,,False,0转-1持有,2,,True
