series,run_id,state,start_date,end_date,year,phase,holding_days,segment_return,return_available,aligned_segment_return,is_directional
Adj 1545,396,0,2025-01-23,2025-02-05,2025,Test,4,0.0,True,0.0,False
Adj 1545,397,1,2025-02-06,2025-02-19,2025,Test,10,0.05913786971986912,True,0.05913786971986912,True
Adj 1545,398,0,2025-02-20,2025-02-28,2025,Test,7,0.0,True,0.0,False
Adj 1545,399,1,2025-03-03,2025-03-24,2025,Test,16,0.01664176060526945,True,0.01664176060526945,True
Adj 1545,400,0,2025-03-25,2025-03-26,2025,Test,2,0.0,True,0.0,False
Adj 1545,401,-1,2025-03-27,2025-03-28,2025,Test,2,0.007637177355242053,True,0.007637177355242053,True
Adj 1545,402,0,2025-03-31,2025-04-02,2025,Test,3,0.0,True,0.0,False
Adj 1545,403,-1,2025-04-03,2025-04-08,2025,Test,3,0.10444391638917816,True,0.10444391638917816,True
Adj 1545,404,0,2025-04-09,2025-04-11,2025,Test,3,0.0,True,0.0,False
Adj 1545,405,-1,2025-04-14,2025-04-15,2025,Test,2,0.00782019855879601,True,0.00782019855879601,True
Adj 1545,406,0,2025-04-16,2025-05-16,2025,Test,20,0.0,True,0.0,False
Adj 1545,407,-1,2025-05-19,2025-05-20,2025,Test,2,-0.0038880529680398457,True,-0.0038880529680398457,True
Adj 1545,408,0,2025-05-21,2025-05-26,2025,Test,4,0.0,True,0.0,False
Adj 1545,409,-1,2025-05-27,2025-05-28,2025,Test,2,0.005166898373625162,True,0.005166898373625162,True
Adj 1545,410,0,2025-05-29,2025-05-29,2025,Test,1,0.0,True,0.0,False
Adj 1545,411,1,2025-05-30,2025-06-06,2025,Test,5,0.011961691230530036,True,0.011961691230530036,True
Adj 1545,412,0,2025-06-09,2025-06-13,2025,Test,5,0.0,True,0.0,False
Adj 1545,413,-1,2025-06-16,2025-06-17,2025,Test,2,-0.0026927549813449136,True,-0.0026927549813449136,True
Adj 1545,414,0,2025-06-18,2025-06-26,2025,Test,7,0.0,True,0.0,False
Adj 1545,415,1,2025-06-27,2025-07-25,2025,Test,21,0.07536253823410421,True,0.07536253823410421,True
Adj 1545,416,0,2025-07-28,2025-07-28,2025,Test,1,0.0,True,0.0,False
Adj 1545,417,1,2025-07-29,2025-08-01,2025,Test,4,-0.018714642645884738,True,-0.018714642645884738,True
Adj 1545,418,0,2025-08-04,2025-08-04,2025,Test,1,0.0,True,0.0,False
Adj 1545,419,-1,2025-08-05,2025-08-06,2025,Test,2,-0.012604893574445608,True,-0.012604893574445608,True
Adj 1545,420,0,2025-08-07,2025-08-11,2025,Test,3,0.0,True,0.0,False
Adj 1545,421,1,2025-08-12,2025-08-12,2025,Test,1,0.004753580817451919,True,0.004753580817451919,True
Adj 1545,422,0,2025-08-13,2025-08-15,2025,Test,3,0.0,True,0.0,False
Adj 1545,423,1,2025-08-18,2025-08-22,2025,Test,5,0.0410688006244192,True,0.0410688006244192,True
Adj 1545,424,0,2025-08-25,2025-09-09,2025,Test,12,0.0,True,0.0,False
Adj 1545,425,1,2025-09-10,2025-09-12,2025,Test,3,0.037238719440424006,True,0.037238719440424006,True
Adj 1545,426,0,2025-09-15,2025-09-18,2025,Test,4,0.0,True,0.0,False
Adj 1545,427,-1,2025-09-19,2025-09-22,2025,Test,2,-0.005596443285941444,True,-0.005596443285941444,True
Adj 1545,428,0,2025-09-23,2025-09-23,2025,Test,1,0.0,True,0.0,False
Adj 1545,429,1,2025-09-24,2025-09-26,2025,Test,3,0.01582199232179582,True,0.01582199232179582,True
Adj 1545,430,0,2025-09-29,2025-10-15,2025,Test,7,0.0,True,0.0,False
Adj 1545,431,-1,2025-10-16,2025-10-17,2025,Test,2,0.024372044286394057,True,0.024372044286394057,True
Adj 1545,432,0,2025-10-20,2025-10-21,2025,Test,2,0.0,True,0.0,False
Adj 1545,433,1,2025-10-22,2025-10-28,2025,Test,5,0.030059646289963937,True,0.030059646289963937,True
Adj 1545,434,0,2025-10-29,2025-11-05,2025,Test,6,0.0,True,0.0,False
Adj 1545,435,1,2025-11-06,2025-11-11,2025,Test,4,0.003133209668451542,True,0.003133209668451542,True
Adj 1545,436,0,2025-11-12,2025-11-14,2025,Test,3,0.0,True,0.0,False
Adj 1545,437,-1,2025-11-17,2025-11-18,2025,Test,2,0.014899320188728193,True,0.014899320188728193,True
Adj 1545,438,0,2025-11-19,2025-11-21,2025,Test,3,0.0,True,0.0,False
Adj 1545,439,-1,2025-11-24,2025-11-28,2025,Test,5,-0.028513466173530122,True,-0.028513466173530122,True
Adj 1545,440,0,2025-12-01,2025-12-10,2025,Test,8,0.0,True,0.0,False
Adj 1545,441,-1,2025-12-11,2025-12-12,2025,Test,2,0.006893843940214861,True,0.006893843940214861,True
Adj 1545,442,1,2025-12-15,2025-12-18,2025,Test,4,0.000624436709769971,True,0.000624436709769971,True
Adj 1545,443,0,2025-12-19,2025-12-24,2025,Test,4,0.0,True,0.0,False
Adj 1545,444,1,2025-12-25,2026-01-13,2025,Test,12,0.10760464313416407,True,0.10760464313416407,True
Adj 1545,445,0,2026-01-14,2026-01-16,2026,Test,3,0.0,True,0.0,False
Adj 1545,446,1,2026-01-19,2026-01-23,2026,Test,5,0.051257705831178835,True,0.051257705831178835,True
Adj 1545,447,0,2026-01-26,2026-01-28,2026,Test,3,0.0,True,0.0,False
Adj 1545,448,1,2026-01-29,2026-02-03,2026,Test,4,-0.03662798521820587,True,-0.03662798521820587,True
Adj 1545,449,0,2026-02-04,2026-02-04,2026,Test,1,0.0,True,0.0,False
Adj 1545,450,-1,2026-02-05,2026-02-05,2026,Test,1,0.018145015519630325,True,0.018145015519630325,True
Adj 1545,451,0,2026-02-06,2026-03-02,2026,Test,11,0.0,True,0.0,False
Adj 1545,452,-1,2026-03-03,2026-03-04,2026,Test,2,0.029448925521919467,True,0.029448925521919467,True
Adj 1545,453,0,2026-03-05,2026-03-16,2026,Test,8,0.0,True,0.0,False
Adj 1545,454,-1,2026-03-17,2026-03-20,2026,Test,4,0.07199276318169945,True,0.07199276318169945,True
Adj 1545,455,0,2026-03-23,2026-03-25,2026,Test,3,0.0,True,0.0,False
Adj 1545,456,1,2026-03-26,2026-03-27,2026,Test,2,-0.012700092641427463,True,-0.012700092641427463,True
Adj 1545,457,-1,2026-03-30,2026-04-03,2026,Test,5,0.012030809257472685,True,0.012030809257472685,True
Adj 1545,458,0,2026-04-07,2026-04-14,2026,Test,6,0.0,True,0.0,False
Adj 1545,459,1,2026-04-15,2026-04-16,2026,Test,2,0.0014015539945242406,True,0.0014015539945242406,True
Adj 1545,460,0,2026-04-17,2026-04-20,2026,Test,2,0.0,True,0.0,False
Adj 1545,461,1,2026-04-21,2026-04-29,2026,Test,7,0.008885398982286241,True,0.008885398982286241,True
Adj 1545,462,0,2026-04-30,2026-05-08,2026,Test,4,0.0,True,0.0,False
Adj 1545,463,1,2026-05-11,2026-05-11,2026,Test,1,0.009691243116188186,True,0.009691243116188186,True
Adj 1545,464,0,2026-05-12,2026-05-12,2026,Test,1,0.0,True,0.0,False
Adj 1545,465,1,2026-05-13,2026-05-13,2026,Test,1,0.025431154794464117,True,0.025431154794464117,True
Adj 1545,466,0,2026-05-14,2026-05-15,2026,Test,2,0.0,True,0.0,False
Adj 1545,467,1,2026-05-18,2026-05-18,2026,Test,1,0.003666377303411794,True,0.003666377303411794,True
Adj 1545,468,-1,2026-05-19,2026-05-22,2026,Test,4,-0.013127791306184355,True,-0.013127791306184355,True
Adj 1545,469,0,2026-05-25,2026-05-25,2026,Test,1,0.0,True,0.0,False
Adj 1545,470,1,2026-05-26,2026-05-29,2026,Test,4,-0.03548099387536552,True,-0.03548099387536552,True
Adj 1545,471,-1,2026-06-01,2026-06-03,2026,Test,3,0.009403030011817859,True,0.009403030011817859,True
Adj 1545,472,0,2026-06-04,2026-06-05,2026,Test,2,0.0,True,0.0,False
Adj 1545,473,-1,2026-06-08,2026-06-12,2026,Test,5,-0.02461927314649781,True,-0.02461927314649781,True
Adj 1545,474,0,2026-06-15,2026-06-17,2026,Test,3,0.0,True,0.0,False
Adj 1545,475,1,2026-06-18,2026-06-30,2026,Test,8,0.05362535535622692,True,0.05362535535622692,True
Adj 1545,476,0,2026-07-01,2026-07-10,2026,Test,8,0.0,True,0.0,False
Adj 1545,477,-1,2026-07-13,2026-07-17,2026,Test,5,0.09927672024360112,True,0.09927672024360112,True
Adj 1545,478,0,2026-07-20,2026-07-24,2026,Test,5,0.0,True,0.0,False
Adj 1545,479,-1,2026-07-27,2026-07-31,2026,Test,5,0.007049244246361108,True,0.007049244246361108,True
Adj 1545,480,0,2026-08-03,2026-08-10,2026,Test,6,0.0,True,0.0,False
Adj 1545,481,-1,2026-08-11,2026-08-18,2026,Test,6,-0.0037780084887019116,False,-0.0037780084887019116,True
