形成日,实际执行日,三状态,state_strength,state_phase,fast_engine,slow_engine,direction_score,direction_score_continuous,direction_score_band,risk_high_count,-1转0_score,-1转0_冻结阈值,-1转0_距阈值,+1转0_score,+1转0_冻结阈值,+1转0_距阈值,0转-1_score,0转-1_冻结阈值,0转-1_距阈值,0转-1_释放阈值,0转-1_距释放阈值,0转-1_事件信号,0转+1_score,0转+1_冻结阈值,0转+1_距阈值,0转+1_释放阈值,0转+1_距释放阈值,0转+1_事件信号,大涨_score,大涨_冻结阈值,大涨_距阈值,大涨_预测,大跌_score,大跌_冻结阈值,大跌_距阈值,大跌_预测
2018-01-16,2018-01-17,-1,-0.7727272727272727,entry,0.0909090909090909,0.1363636363636363,0.0859090909090909,0.1227272727272727,0.0,2.0,0.1930660960769319,0.815842643776842,-0.6227765476999101,,0.4920211306764882,,0.4634051475972901,1.2294466376933055,-0.7660414900960154,0.6645986031220402,-0.2011934555247501,0,-4.582125603864735,4.671980676328502,-9.254106280193238,4.606280193236715,-9.18840579710145,0,0.4840142506192826,0.8135114753699175,-0.3294972247506349,0,0.609965390168162,0.6832148298881413,-0.0732494397199793,0
2018-01-17,2018-01-18,-1,-0.6477083333333333,entry,0.125,0.0416666666666666,0.0466666666666666,0.0666666666666666,0.0,2.0,0.3861321921538638,0.815842643776842,-0.4297104516229782,,0.4920211306764882,,0.2259486869930304,1.2294466376933055,-1.0034979507002753,0.6645986031220402,-0.4386499161290098,0,-4.630434782608695,4.671980676328502,-9.302415458937196,4.606280193236715,-9.236714975845407,0,0.5862408514261079,0.8135114753699175,-0.2272706239438096,0,0.5943558940616154,0.6832148298881413,-0.0888589358265259,0
2018-01-18,2018-01-19,-1,-0.0,pending_switch,0.1538461538461538,0.1153846153846153,0.1000961538461538,0.1269230769230769,0.0375,2.0,0.509660011767139,0.815842643776842,-0.3061826320097029,,0.4920211306764882,,1.5820632029306376,1.2294466376933055,0.3526165652373321,0.6645986031220402,0.9174645998085974,0,4.586956521739131,4.671980676328502,-0.0850241545893712,4.606280193236715,-0.0193236714975837,0,0.5287739611435007,0.8135114753699175,-0.2847375142264168,0,0.6577042989803805,0.6832148298881413,-0.0255105309077607,0
2018-01-19,2018-01-22,-1,-0.0,pending_switch,0.1785714285714285,0.1428571428571428,0.0999999999999999,0.1428571428571428,0.0,2.0,0.6266196632683172,0.815842643776842,-0.1892229805085248,,0.4920211306764882,,-0.4009540656561214,1.2294466376933055,-1.630400703349427,0.6645986031220402,-1.0655526687781616,0,-4.582125603864735,4.671980676328502,-9.254106280193238,4.606280193236715,-9.18840579710145,0,0.6021954680168473,0.8135114753699175,-0.2113160073530702,0,0.6331971776363409,0.6832148298881413,-0.0500176522518004,0
2018-01-22,2018-01-23,-1,-0.0,pending_switch,0.2333333333333333,0.2666666666666666,0.1839166666666666,0.2466666666666666,0.0375,0.0,0.7949549780875319,0.815842643776842,-0.0208876656893101,,0.4920211306764882,,0.0547246199138457,1.2294466376933055,-1.1747220177794595,0.6645986031220402,-0.6098739832081945,0,4.601449275362318,4.671980676328502,-0.0705314009661837,4.606280193236715,-0.0048309178743961,0,0.4556259538718615,0.8135114753699175,-0.357885521498056,0,0.6414288484451856,0.6832148298881413,-0.0417859814429557,0
2018-01-23,2018-01-24,0,0.0669642857142857,entry,0.375,0.21875,0.2109374999999999,0.253125,0.1124999999999999,0.0,0.1589012825858561,0.815842643776842,-0.6569413611909859,,0.4920211306764882,,0.6980689025864649,1.2294466376933055,-0.5313777351068406,0.6645986031220402,0.0334702994644247,0,4.553140096618358,4.671980676328502,-0.1188405797101443,4.606280193236715,-0.0531400966183568,0,0.4737976141676926,0.8135114753699175,-0.3397138612022249,0,0.6543393854596663,0.6832148298881413,-0.028875444428475,0
2018-01-24,2018-01-25,0,0.2310924369747899,entry,0.4705882352941176,0.4705882352941176,0.3941176470588234,0.4558823529411764,0.2499999999999999,0.0,0.351967378662788,0.815842643776842,-0.463875265114054,,0.4920211306764882,,-1.3498084795676843,1.2294466376933055,-2.57925511726099,0.6645986031220402,-2.0144070826897247,0,4.620772946859903,4.671980676328502,-0.051207729468599,4.606280193236715,0.0144927536231884,0,0.458629854399801,0.8135114753699175,-0.3548816209701165,0,0.6367748023619384,0.6832148298881413,-0.0464400275262029,0
2018-01-25,2018-01-26,0,0.3146825396825397,continuation,0.4722222222222222,0.5555555555555556,0.4405555555555555,0.5222222222222221,0.25,1.0,0.4787631750406794,0.815842643776842,-0.3370794687361626,,0.4920211306764882,,1.2028461924150025,1.2294466376933055,-0.026600445278303,0.6645986031220402,0.5382475892929622,0,4.625603864734299,4.671980676328502,-0.0463768115942029,4.606280193236715,0.0193236714975846,0,0.5193346408407339,0.8135114753699175,-0.2941768345291836,0,0.5713867279942887,0.6832148298881413,-0.1118281018938526,0
2018-01-26,2018-01-29,0,-0.1368577694235588,continuation,0.368421052631579,0.3421052631578947,0.2750657894736842,0.3447368421052632,0.1124999999999999,1.0,0.5957228265418576,0.815842643776842,-0.2201198172349844,,0.4920211306764882,,0.759048639576192,1.2294466376933055,-0.4703979981171136,0.6645986031220402,0.0944500364541517,0,4.596618357487923,4.671980676328502,-0.0753623188405789,4.606280193236715,-0.0096618357487914,0,0.448987689018572,0.8135114753699175,-0.3645237863513455,0,0.5819526407936928,0.6832148298881413,-0.1012621890944485,0
2018-01-29,2018-01-30,0,-0.3607142857142857,pending_switch,0.2,0.3,0.195,0.2625,0.0375,1.0,0.7702984112211568,0.815842643776842,-0.0455442325556851,,0.4920211306764882,,1.0625310447498235,1.2294466376933055,-0.166915592943482,0.6645986031220402,0.3979324416277833,0,-4.601449275362318,4.671980676328502,-9.27342995169082,4.606280193236715,-9.207729468599034,0,0.900770778704481,0.8135114753699175,0.0872593033345634,1,0.5551959800442502,0.6832148298881413,-0.1280188498438911,0
