date,close_generated,score_generated,predicted_generated,actual_extreme_generated,correct_generated,direction_correct_generated,o2o_bp_generated,signed_o2o_bp_generated,phase_generated,close_local,score_local,predicted_local,actual_extreme_local,correct_local,direction_correct_local,o2o_bp_local,signed_o2o_bp_local,phase_local,_merge,match_close,match_score,match_predicted,match_actual_extreme,match_correct,match_direction_correct,match_o2o_bp,match_signed_o2o_bp,match_phase,all_columns_match,row_status
2018-02-22,5875.7272,0.5953741470663422,0,0,0,0,82.86365116762396,-82.86365116762396,development,5875.7272,0.5953741470663422,0,0,0,0,82.86365116762396,-82.86365116762396,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2018-02-23,5897.6765,0.5135030219773774,0,0,0,0,167.82878461819806,-167.82878461819806,development,5897.6765,0.5135030219773774,0,0,0,0,167.82878461819806,-167.82878461819806,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2018-02-26,6029.6795,0.4968828062033386,0,0,0,0,-96.22738787900764,96.22738787900764,development,6029.6795,0.4968828062033386,0,0,0,0,-96.22738787900764,96.22738787900764,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2018-02-27,6010.5573,0.4719155234776895,0,0,0,0,32.610143434594896,-32.610143434594896,development,6010.5573,0.4719155234776895,0,0,0,0,32.610143434594896,-32.610143434594896,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2018-02-28,6023.677,0.5150997663707936,0,0,0,0,110.4283188893751,-110.4283188893751,development,6023.677,0.5150997663707936,0,0,0,0,110.4283188893751,-110.4283188893751,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2018-03-01,6090.2247,0.5349115655220366,0,0,0,0,21.816389309514683,-21.816389309514683,development,6090.2247,0.5349115655220366,0,0,0,0,21.816389309514683,-21.816389309514683,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2018-03-02,6056.3354,0.5977808358835367,0,0,0,0,17.613578952451192,-17.613578952451192,development,6056.3354,0.5977808358835367,0,0,0,0,17.613578952451192,-17.613578952451192,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2018-03-05,6064.0983,0.4504781954809627,0,0,0,0,93.09637727091368,-93.09637727091368,development,6064.0983,0.4504781954809627,0,0,0,0,93.09637727091368,-93.09637727091368,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2018-03-06,6145.5768,0.463281232824665,0,0,0,0,-98.2654446606146,98.2654446606146,development,6145.5768,0.463281232824665,0,0,0,0,-98.2654446606146,98.2654446606146,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2018-03-07,6086.4874,0.420306001897862,0,0,0,0,94.59451805688744,-94.59451805688744,development,6086.4874,0.420306001897862,0,0,0,0,94.59451805688744,-94.59451805688744,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2018-03-08,6131.5142,0.4524445830200206,0,0,0,0,162.59316724396288,-162.59316724396288,development,6131.5142,0.4524445830200206,0,0,0,0,162.59316724396288,-162.59316724396288,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2018-03-09,6206.9754,0.4794030689350946,0,0,0,0,88.25381639220086,-88.25381639220086,development,6206.9754,0.4794030689350946,0,0,0,0,88.25381639220086,-88.25381639220086,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2018-03-12,6295.7776,0.4794025507358494,0,0,0,0,-82.02644626731814,82.02644626731814,development,6295.7776,0.4794025507358494,0,0,0,0,-82.02644626731814,82.02644626731814,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2018-03-13,6254.1457,0.4708815054380583,0,0,0,0,-98.47035448641071,98.47035448641071,development,6254.1457,0.4708815054380583,0,0,0,0,-98.47035448641071,98.47035448641071,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
